b'id',b'key',b'value',b'type' 
b'11811519',b'cfcc',b'A41',b'tiger'
b'11811519',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11811519',b'reviewed',b'no',b'tiger'
b'11811519',b'name_base',b'Columbus',b'tiger'
b'11811519',b'name_type',b'Rd',b'tiger'
b'11811823',b'name',b'Pine Ridge Court',b'regular'
b'11811823',b'highway',b'residential',b'regular'
b'11811823',b'cfcc',b'A41',b'tiger'
b'11811823',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11811823',b'reviewed',b'no',b'tiger'
b'11811823',b'zip_left',b'44130',b'tiger'
b'11811823',b'name_base',b'Pine Ridge',b'tiger'
b'11811823',b'name_type',b'Ct',b'tiger'
b'11811823',b'zip_right',b'44130',b'tiger'
b'11812046',b'name',b'Danbury Avenue',b'regular'
b'11812046',b'highway',b'service',b'regular'
b'11812046',b'service',b'alley',b'regular'
b'11812046',b'cfcc',b'A41',b'tiger'
b'11812046',b'county',"b'Cuyahoga, OH'",b'tiger'
b'11812046',b'zip_left',b'44103',b'tiger'
b'11812046',b'name_base',b'Danbury',b'tiger'
b'11812046',b'name_type',b'Ave',b'tiger'
b'11812046',b'zip_right',b'44103',b'tiger'
b'17477072',b'ref',b'SR 17',b'regular'
b'17477072',b'name',b'Granger Road',b'regular'
b'17477072',b'oneway',b'yes',b'regular'
b'17477072',b'highway',b'primary',b'regular'
b'17477072',b'cfcc',b'A31',b'tiger'
b'17477072',b'county',"b'Cuyahoga, OH'",b'tiger'
b'17477072',b'zip_left',b'44137',b'tiger'
b'17477072',b'name_base',b'Granger',b'tiger'
b'17477072',b'name_type',b'Rd',b'tiger'
b'17477072',b'zip_right',b'44137',b'tiger'
b'17477072',b'name_base_1',b'State Route 17',b'tiger'
b'18948452',b'county',"b'Cuyahoga, OH'",b'regular'
b'18948452',b'oneway',b'yes',b'regular'
b'18948452',b'highway',b'motorway_link',b'regular'
b'18948452',b'maxspeed',b'60 mph',b'regular'
b'18948452',b'destination',b'Pearl Road;West 25th Street;Fulton Road',b'regular'
b'18948452',b'ref',b'US 42',b'destination'
b'18949625',b'highway',b'residential',b'regular'
b'18949625',b'cfcc',b'A41',b'tiger'
b'18949625',b'tlid',b'30172091:30171922',b'tiger'
b'18949625',b'county',"b'Ashland, OH'",b'tiger'
b'18949625',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18949625',b'reviewed',b'no',b'tiger'
b'18949625',b'separated',b'no',b'tiger'
b'18949625',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18950188',b'highway',b'residential',b'regular'
b'18950188',b'cfcc',b'A41',b'tiger'
b'18950188',b'tlid',b'30169391',b'tiger'
b'18950188',b'county',"b'Ashland, OH'",b'tiger'
b'18950188',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18950188',b'reviewed',b'no',b'tiger'
b'18950188',b'separated',b'no',b'tiger'
b'18950188',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18950872',b'oneway',b'yes',b'regular'
b'18950872',b'highway',b'trunk_link',b'regular'
b'18951481',b'highway',b'service',b'regular'
b'18951481',b'service',b'driveway',b'regular'
b'18951481',b'cfcc',b'A41',b'tiger'
b'18951481',b'county',"b'Ashland, OH'",b'tiger'
b'18951481',b'reviewed',b'no',b'tiger'
b'18952142',b'highway',b'service',b'regular'
b'18952142',b'cfcc',b'A41',b'tiger'
b'18952142',b'tlid',b'30162804:30162807:30162839',b'tiger'
b'18952142',b'county',"b'Ashland, OH'",b'tiger'
b'18952142',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18952142',b'reviewed',b'no',b'tiger'
b'18952142',b'separated',b'no',b'tiger'
b'18952142',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18952636',b'highway',b'residential',b'regular'
b'18952636',b'cfcc',b'A41',b'tiger'
b'18952636',b'tlid',b'30176804',b'tiger'
b'18952636',b'county',"b'Ashland, OH'",b'tiger'
b'18952636',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18952636',b'reviewed',b'no',b'tiger'
b'18952636',b'separated',b'no',b'tiger'
b'18952636',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18953212',b'highway',b'track',b'regular'
b'18953762',b'highway',b'track',b'regular'
b'18954448',b'highway',b'residential',b'regular'
b'18954448',b'cfcc',b'A41',b'tiger'
b'18954448',b'tlid',b'30158171',b'tiger'
b'18954448',b'county',"b'Ashland, OH'",b'tiger'
b'18954448',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18954448',b'reviewed',b'no',b'tiger'
b'18954448',b'separated',b'no',b'tiger'
b'18954448',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18954999',b'highway',b'service',b'regular'
b'18955553',b'highway',b'residential',b'regular'
b'18955553',b'cfcc',b'A41',b'tiger'
b'18955553',b'tlid',b'30159297',b'tiger'
b'18955553',b'county',"b'Ashland, OH'",b'tiger'
b'18955553',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18955553',b'reviewed',b'no',b'tiger'
b'18955553',b'separated',b'no',b'tiger'
b'18955553',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18956067',b'highway',b'residential',b'regular'
b'18956067',b'cfcc',b'A41',b'tiger'
b'18956067',b'tlid',b'30169439',b'tiger'
b'18956067',b'county',"b'Ashland, OH'",b'tiger'
b'18956067',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18956067',b'reviewed',b'no',b'tiger'
b'18956067',b'separated',b'no',b'tiger'
b'18956067',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18956357',b'highway',b'residential',b'regular'
b'18956357',b'cfcc',b'A41',b'tiger'
b'18956357',b'tlid',b'117331042',b'tiger'
b'18956357',b'county',"b'Ashtabula, OH'",b'tiger'
b'18956357',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18956357',b'reviewed',b'no',b'tiger'
b'18956357',b'separated',b'no',b'tiger'
b'18956357',b'upload_uuid',b'bulk_upload.pl-92932989-1e40-4ca7-a786-1a6e53fc7065',b'tiger'
b'18956709',b'noexit',b'yes',b'regular'
b'18956709',b'highway',b'service',b'regular'
b'18957069',b'access',b'private',b'regular'
b'18957069',b'highway',b'service',b'regular'
b'18957069',b'cfcc',b'A74',b'tiger'
b'18957069',b'tlid',b'30144908',b'tiger'
b'18957069',b'county',"b'Ashland, OH'",b'tiger'
b'18957069',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18957069',b'reviewed',b'no',b'tiger'
b'18957069',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18957339',b'highway',b'residential',b'regular'
b'18957339',b'cfcc',b'A41',b'tiger'
b'18957339',b'tlid',b'117334597',b'tiger'
b'18957339',b'county',"b'Ashtabula, OH'",b'tiger'
b'18957339',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18957339',b'reviewed',b'no',b'tiger'
b'18957339',b'separated',b'no',b'tiger'
b'18957339',b'upload_uuid',b'bulk_upload.pl-92932989-1e40-4ca7-a786-1a6e53fc7065',b'tiger'
b'18957646',b'highway',b'residential',b'regular'
b'18957646',b'cfcc',b'A41',b'tiger'
b'18957646',b'tlid',b'117312487',b'tiger'
b'18957646',b'county',"b'Ashtabula, OH'",b'tiger'
b'18957646',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18957646',b'reviewed',b'no',b'tiger'
b'18957646',b'separated',b'no',b'tiger'
b'18957646',b'upload_uuid',b'bulk_upload.pl-92932989-1e40-4ca7-a786-1a6e53fc7065',b'tiger'
b'18957937',b'highway',b'residential',b'regular'
b'18957937',b'cfcc',b'A41',b'tiger'
b'18957937',b'tlid',b'117321014',b'tiger'
b'18957937',b'county',"b'Ashtabula, OH'",b'tiger'
b'18957937',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18957937',b'reviewed',b'no',b'tiger'
b'18957937',b'separated',b'no',b'tiger'
b'18957937',b'upload_uuid',b'bulk_upload.pl-92932989-1e40-4ca7-a786-1a6e53fc7065',b'tiger'
b'18958289',b'highway',b'service',b'regular'
b'18958289',b'cfcc',b'A41',b'tiger'
b'18958289',b'county',"b'Ashland, OH'",b'tiger'
b'18958289',b'reviewed',b'no',b'tiger'
b'18958638',b'access',b'private',b'regular'
b'18958638',b'highway',b'service',b'regular'
b'18958638',b'cfcc',b'A74',b'tiger'
b'18958638',b'tlid',b'30148245',b'tiger'
b'18958638',b'county',"b'Ashland, OH'",b'tiger'
b'18958638',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18958638',b'reviewed',b'no',b'tiger'
b'18958638',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18958998',b'highway',b'residential',b'regular'
b'18958998',b'cfcc',b'A41',b'tiger'
b'18958998',b'tlid',b'30171687',b'tiger'
b'18958998',b'county',"b'Ashland, OH'",b'tiger'
b'18958998',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18958998',b'reviewed',b'no',b'tiger'
b'18958998',b'separated',b'no',b'tiger'
b'18958998',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18959303',b'highway',b'residential',b'regular'
b'18959303',b'cfcc',b'A41',b'tiger'
b'18959303',b'tlid',b'30170097',b'tiger'
b'18959303',b'county',"b'Ashland, OH'",b'tiger'
b'18959303',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18959303',b'reviewed',b'no',b'tiger'
b'18959303',b'separated',b'no',b'tiger'
b'18959303',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18959611',b'highway',b'track',b'regular'
b'18959611',b'cfcc',b'A51',b'tiger'
b'18959611',b'tlid',b'117318295',b'tiger'
b'18959611',b'county',"b'Ashtabula, OH'",b'tiger'
b'18959611',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18959611',b'reviewed',b'no',b'tiger'
b'18959611',b'separated',b'no',b'tiger'
b'18959611',b'upload_uuid',b'bulk_upload.pl-92932989-1e40-4ca7-a786-1a6e53fc7065',b'tiger'
b'18960070',b'highway',b'residential',b'regular'
b'18960070',b'cfcc',b'A41',b'tiger'
b'18960070',b'tlid',b'30158074:30158075',b'tiger'
b'18960070',b'county',"b'Ashland, OH'",b'tiger'
b'18960070',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'18960070',b'reviewed',b'no',b'tiger'
b'18960070',b'separated',b'no',b'tiger'
b'18960070',b'upload_uuid',b'bulk_upload.pl-ea7b48ad-9f29-4364-89e2-46af248abbe4',b'tiger'
b'18960353',b'name',b'River Glen Drive',b'regular'
b'18960353',b'highway',b'residential',b'regular'
b'18960353',b'cfcc',b'A41',b'tiger'
b'18960353',b'county',"b'Ashtabula, OH'",b'tiger'
b'18960353',b'reviewed',b'no',b'tiger'
b'18960353',b'zip_left',b'44010',b'tiger'
b'18960353',b'name_base',b'River Glen',b'tiger'
b'18960353',b'name_type',b'Dr',b'tiger'
b'18960353',b'zip_right',b'44010',b'tiger'
b'18960661',b'name',b'West 38th Street',b'regular'
b'18960661',b'highway',b'residential',b'regular'
b'18960661',b'cfcc',b'A41',b'tiger'
b'18960661',b'county',"b'Ashtabula, OH'",b'tiger'
b'18960661',b'reviewed',b'no',b'tiger'
b'18960661',b'zip_left',b'44004',b'tiger'
b'18960661',b'name_base',b'38th',b'tiger'
b'18960661',b'name_type',b'St',b'tiger'
b'18960661',b'zip_right',b'44004',b'tiger'
b'18960661',b'name_direction_prefix',b'W',b'tiger'
b'18960922',b'name',b'Barnum Road',b'regular'
b'18960922',b'name_1',b'Township Highway 140',b'regular'
b'18960922',b'highway',b'residential',b'regular'
b'18960922',b'cfcc',b'A41',b'tiger'
b'18960922',b'county',"b'Ashtabula, OH'",b'tiger'
b'18960922',b'reviewed',b'no',b'tiger'
b'18960922',b'name_base',b'Barnum',b'tiger'
b'18960922',b'name_type',b'Rd',b'tiger'
b'18960922',b'name_base_1',b'Township Highway 140',b'tiger'
b'18961147',b'name',b'Jeffrey Avenue',b'regular'
b'18961147',b'highway',b'residential',b'regular'
b'18961147',b'cfcc',b'A41',b'tiger'
b'18961147',b'county',"b'Ashtabula, OH'",b'tiger'
b'18961147',b'reviewed',b'no',b'tiger'
b'18961147',b'zip_left',b'44004',b'tiger'
b'18961147',b'name_base',b'Jeffrey',b'tiger'
b'18961147',b'name_type',b'Ave',b'tiger'
b'18961147',b'zip_right',b'44004',b'tiger'
b'18961372',b'name',b'Kathryn Drive',b'regular'
b'18961372',b'highway',b'residential',b'regular'
b'18961372',b'cfcc',b'A41',b'tiger'
b'18961372',b'county',"b'Ashtabula, OH'",b'tiger'
b'18961372',b'reviewed',b'no',b'tiger'
b'18961372',b'zip_left',b'44041',b'tiger'
b'18961372',b'name_base',b'Kathryn',b'tiger'
b'18961372',b'name_type',b'Dr',b'tiger'
b'18961372',b'zip_right',b'44041',b'tiger'
b'18961608',b'ref',b'CR 1950',b'regular'
b'18961608',b'name',b'County Road 1950',b'regular'
b'18961608',b'highway',b'tertiary',b'regular'
b'18961608',b'cfcc',b'A41',b'tiger'
b'18961608',b'county',"b'Ashland, OH'",b'tiger'
b'18961608',b'reviewed',b'no',b'tiger'
b'18961608',b'zip_left',b'44840',b'tiger'
b'18961608',b'name_base',b'Township Road 1950',b'tiger'
b'18961608',b'zip_right',b'44840',b'tiger'
b'18961833',b'name',b'West Main Court',b'regular'
b'18961833',b'highway',b'residential',b'regular'
b'18961833',b'cfcc',b'A41',b'tiger'
b'18961833',b'county',"b'Ashtabula, OH'",b'tiger'
b'18961833',b'reviewed',b'no',b'tiger'
b'18961833',b'zip_left',b'44041',b'tiger'
b'18961833',b'name_base',b'Main',b'tiger'
b'18961833',b'name_type',b'Ct',b'tiger'
b'18961833',b'zip_right',b'44041',b'tiger'
b'18961833',b'name_direction_prefix',b'W',b'tiger'
b'18962016',b'name',b'East Liberty Street',b'regular'
b'18962016',b'highway',b'residential',b'regular'
b'18962016',b'cfcc',b'A41',b'tiger'
b'18962016',b'county',"b'Ashland, OH'",b'tiger'
b'18962016',b'reviewed',b'no',b'tiger'
b'18962016',b'zip_left',b'44805',b'tiger'
b'18962016',b'name_base',b'Liberty',b'tiger'
b'18962016',b'name_type',b'St',b'tiger'
b'18962016',b'zip_right',b'44805',b'tiger'
b'18962016',b'name_direction_prefix',b'E',b'tiger'
b'18962234',b'name',b'Race Street',b'regular'
b'18962234',b'highway',b'residential',b'regular'
b'18962234',b'cfcc',b'A41',b'tiger'
b'18962234',b'county',"b'Ashland, OH'",b'tiger'
b'18962234',b'reviewed',b'no',b'tiger'
b'18962234',b'zip_left',b'44805',b'tiger'
b'18962234',b'name_base',b'Race',b'tiger'
b'18962234',b'name_type',b'St',b'tiger'
b'18962234',b'zip_right',b'44805',b'tiger'
b'18962441',b'name',b'Sloat Avenue',b'regular'
b'18962441',b'highway',b'residential',b'regular'
b'18962441',b'cfcc',b'A41',b'tiger'
b'18962441',b'county',"b'Ashtabula, OH'",b'tiger'
b'18962441',b'reviewed',b'no',b'tiger'
b'18962441',b'zip_left',b'44084',b'tiger'
b'18962441',b'name_base',b'Sloat',b'tiger'
b'18962441',b'name_type',b'Ave',b'tiger'
b'18962441',b'zip_right',b'44084',b'tiger'
b'18962677',b'name',b'New Hudson Road',b'regular'
b'18962677',b'name_1',b'County Highway 6',b'regular'
b'18962677',b'highway',b'residential',b'regular'
b'18962677',b'cfcc',b'A41',b'tiger'
b'18962677',b'county',"b'Ashtabula, OH'",b'tiger'
b'18962677',b'reviewed',b'no',b'tiger'
b'18962677',b'zip_left',b'44076',b'tiger'
b'18962677',b'name_base',b'New Hudson',b'tiger'
b'18962677',b'name_type',b'Rd',b'tiger'
b'18962677',b'zip_right',b'44076',b'tiger'
b'18962677',b'name_base_1',b'County Highway 6',b'tiger'
b'18962891',b'name',b'Leawood Court',b'regular'
b'18962891',b'highway',b'residential',b'regular'
b'18962891',b'cfcc',b'A41',b'tiger'
b'18962891',b'county',"b'Ashland, OH'",b'tiger'
b'18962891',b'reviewed',b'no',b'tiger'
b'18962891',b'zip_left',b'44805',b'tiger'
b'18962891',b'name_base',b'Leawood',b'tiger'
b'18962891',b'name_type',b'Ct',b'tiger'
b'18962891',b'zip_right',b'44805',b'tiger'
b'18963096',b'name',b'Callender Road',b'regular'
b'18963096',b'highway',b'residential',b'regular'
b'18963096',b'cfcc',b'A41',b'tiger'
b'18963096',b'county',"b'Ashtabula, OH'",b'tiger'
b'18963096',b'reviewed',b'no',b'tiger'
b'18963096',b'zip_left',b'44084',b'tiger'
b'18963096',b'name_base',b'Callender',b'tiger'
b'18963096',b'name_type',b'Rd',b'tiger'
b'18963304',b'name',b'West 11th Street',b'regular'
b'18963304',b'highway',b'residential',b'regular'
b'18963304',b'cfcc',b'A41',b'tiger'
b'18963304',b'county',"b'Ashland, OH'",b'tiger'
b'18963304',b'reviewed',b'no',b'tiger'
b'18963304',b'zip_left',b'44805',b'tiger'
b'18963304',b'name_base',b'11th',b'tiger'
b'18963304',b'name_type',b'St',b'tiger'
b'18963304',b'zip_right',b'44805',b'tiger'
b'18963304',b'name_direction_prefix',b'W',b'tiger'
b'18963521',b'name',b'Idlewood Drive',b'regular'
b'18963521',b'highway',b'residential',b'regular'
b'18963521',b'cfcc',b'A41',b'tiger'
b'18963521',b'county',"b'Ashtabula, OH'",b'tiger'
b'18963521',b'reviewed',b'no',b'tiger'
b'18963521',b'zip_left',b'44041',b'tiger'
b'18963521',b'name_base',b'Idlewood',b'tiger'
b'18963521',b'name_type',b'Dr',b'tiger'
b'18963521',b'zip_right',b'44041',b'tiger'
b'18963768',b'name',b'Mapleton Beach Middle Drive',b'regular'
b'18963768',b'highway',b'residential',b'regular'
b'18963768',b'cfcc',b'A41',b'tiger'
b'18963768',b'county',"b'Ashtabula, OH'",b'tiger'
b'18963768',b'reviewed',b'no',b'tiger'
b'18963768',b'zip_left',b'44041',b'tiger'
b'18963768',b'name_base',b'Mapleton Beach Middle',b'tiger'
b'18963768',b'name_type',b'Dr',b'tiger'
b'18963768',b'zip_right',b'44041',b'tiger'
b'18964023',b'name',b'Olympic Circle',b'regular'
b'18964023',b'highway',b'residential',b'regular'
b'18964380',b'name',b'East 8th Street',b'regular'
b'18964380',b'highway',b'residential',b'regular'
b'19013405',b'name',b'Southridge Drive',b'regular'
b'19013405',b'highway',b'residential',b'regular'
b'19014021',b'highway',b'residential',b'regular'
b'19014021',b'cfcc',b'A41',b'tiger'
b'19014021',b'tlid',b'63642321:63642322',b'tiger'
b'19014021',b'county',"b'Columbiana, OH'",b'tiger'
b'19014021',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19014021',b'reviewed',b'no',b'tiger'
b'19014021',b'separated',b'no',b'tiger'
b'19014021',b'upload_uuid',b'bulk_upload.pl-a0376e59-66f2-4709-a63b-bbbb424aa2aa',b'tiger'
b'19014495',b'highway',b'service',b'regular'
b'19014495',b'service',b'alley',b'regular'
b'19014937',b'highway',b'residential',b'regular'
b'19014937',b'cfcc',b'A41',b'tiger'
b'19014937',b'tlid',b'63643005',b'tiger'
b'19014937',b'county',"b'Columbiana, OH'",b'tiger'
b'19014937',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19014937',b'reviewed',b'no',b'tiger'
b'19014937',b'separated',b'no',b'tiger'
b'19014937',b'upload_uuid',b'bulk_upload.pl-a0376e59-66f2-4709-a63b-bbbb424aa2aa',b'tiger'
b'19015550',b'highway',b'residential',b'regular'
b'19015550',b'cfcc',b'A41',b'tiger'
b'19015550',b'county',"b'Columbiana, OH'",b'tiger'
b'19015550',b'reviewed',b'no',b'tiger'
b'19016056',b'access',b'private',b'regular'
b'19016056',b'highway',b'service',b'regular'
b'19016056',b'cfcc',b'A74',b'tiger'
b'19016056',b'tlid',b'63642424:63642426',b'tiger'
b'19016056',b'county',"b'Columbiana, OH'",b'tiger'
b'19016056',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19016056',b'reviewed',b'no',b'tiger'
b'19016056',b'upload_uuid',b'bulk_upload.pl-a0376e59-66f2-4709-a63b-bbbb424aa2aa',b'tiger'
b'19016550',b'highway',b'residential',b'regular'
b'19016550',b'cfcc',b'A41',b'tiger'
b'19016550',b'tlid',b'63648570',b'tiger'
b'19016550',b'county',"b'Columbiana, OH'",b'tiger'
b'19016550',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19016550',b'reviewed',b'no',b'tiger'
b'19016550',b'separated',b'no',b'tiger'
b'19016550',b'upload_uuid',b'bulk_upload.pl-a0376e59-66f2-4709-a63b-bbbb424aa2aa',b'tiger'
b'19017158',b'highway',b'residential',b'regular'
b'19017158',b'cfcc',b'A41',b'tiger'
b'19017158',b'tlid',b'63626029',b'tiger'
b'19017158',b'county',"b'Columbiana, OH'",b'tiger'
b'19017158',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19017158',b'reviewed',b'no',b'tiger'
b'19017158',b'separated',b'no',b'tiger'
b'19017158',b'upload_uuid',b'bulk_upload.pl-a0376e59-66f2-4709-a63b-bbbb424aa2aa',b'tiger'
b'19017807',b'name',b'Dodge Drive',b'regular'
b'19017807',b'highway',b'residential',b'regular'
b'19018698',b'name',b'Salem Street',b'regular'
b'19018698',b'highway',b'residential',b'regular'
b'19018698',b'cfcc',b'A41',b'tiger'
b'19018698',b'county',"b'Columbiana, OH'",b'tiger'
b'19018698',b'reviewed',b'no',b'tiger'
b'19018698',b'name_base',b'Salem',b'tiger'
b'19018698',b'name_type',b'St',b'tiger'
b'19019327',b'name',b'Ridge Road',b'regular'
b'19019327',b'highway',b'residential',b'regular'
b'19019327',b'cfcc',b'A41',b'tiger'
b'19019327',b'county',"b'Columbiana, OH'",b'tiger'
b'19019327',b'reviewed',b'no',b'tiger'
b'19019327',b'zip_left',b'44460',b'tiger'
b'19019327',b'name_base',b'Ridge',b'tiger'
b'19019327',b'name_type',b'Rd',b'tiger'
b'19019327',b'zip_right',b'44460',b'tiger'
b'19019930',b'name',b'Camp Boulevard',b'regular'
b'19019930',b'name_1',b'Township Highway 2026',b'regular'
b'19019930',b'highway',b'residential',b'regular'
b'19019930',b'cfcc',b'A41',b'tiger'
b'19019930',b'county',"b'Columbiana, OH'",b'tiger'
b'19019930',b'reviewed',b'no',b'tiger'
b'19019930',b'zip_left',b'44423',b'tiger'
b'19019930',b'name_base',b'Camp',b'tiger'
b'19019930',b'name_type',b'Blvd',b'tiger'
b'19019930',b'zip_right',b'44423',b'tiger'
b'19019930',b'name_base_1',b'Township Highway 2026',b'tiger'
b'19020409',b'name',b'Conser',b'regular'
b'19020409',b'name_1',b'Township Highway 1501',b'regular'
b'19020409',b'highway',b'residential',b'regular'
b'19020409',b'cfcc',b'A41',b'tiger'
b'19020409',b'tlid',b'63643958',b'tiger'
b'19020409',b'county',"b'Columbiana, OH'",b'tiger'
b'19020409',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19020409',b'reviewed',b'no',b'tiger'
b'19020409',b'zip_left',b'44460',b'tiger'
b'19020409',b'name_base',b'Conser',b'tiger'
b'19020409',b'separated',b'no',b'tiger'
b'19020409',b'zip_right',b'44460',b'tiger'
b'19020409',b'name_base_1',b'Township Highway 1501',b'tiger'
b'19020409',b'upload_uuid',b'bulk_upload.pl-a0376e59-66f2-4709-a63b-bbbb424aa2aa',b'tiger'
b'19020994',b'name',b'Market Street',b'regular'
b'19020994',b'highway',b'residential',b'regular'
b'19020994',b'cfcc',b'A41',b'tiger'
b'19020994',b'county',"b'Columbiana, OH'",b'tiger'
b'19020994',b'reviewed',b'no',b'tiger'
b'19020994',b'name_base',b'Market',b'tiger'
b'19020994',b'name_type',b'St',b'tiger'
b'19035061',b'access',b'private',b'regular'
b'19035061',b'highway',b'service',b'regular'
b'19035061',b'cfcc',b'A74',b'tiger'
b'19035061',b'tlid',b'55339718',b'tiger'
b'19035061',b'county',"b'Erie, OH'",b'tiger'
b'19035061',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19035061',b'reviewed',b'no',b'tiger'
b'19035061',b'upload_uuid',b'bulk_upload.pl-b06622d6-4673-4eaf-993a-5c6c6eb4512d',b'tiger'
b'19035595',b'access',b'private',b'regular'
b'19035595',b'highway',b'service',b'regular'
b'19035595',b'cfcc',b'A74',b'tiger'
b'19035595',b'tlid',b'55339196',b'tiger'
b'19035595',b'county',"b'Erie, OH'",b'tiger'
b'19035595',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19035595',b'reviewed',b'no',b'tiger'
b'19035595',b'upload_uuid',b'bulk_upload.pl-b06622d6-4673-4eaf-993a-5c6c6eb4512d',b'tiger'
b'19036956',b'access',b'private',b'regular'
b'19036956',b'highway',b'service',b'regular'
b'19036956',b'cfcc',b'A74',b'tiger'
b'19036956',b'tlid',b'55339451:55339454',b'tiger'
b'19036956',b'county',"b'Erie, OH'",b'tiger'
b'19036956',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19036956',b'reviewed',b'no',b'tiger'
b'19036956',b'upload_uuid',b'bulk_upload.pl-b06622d6-4673-4eaf-993a-5c6c6eb4512d',b'tiger'
b'19037962',b'name',b'Conneaut Light Drive',b'regular'
b'19037962',b'access',b'private',b'regular'
b'19037962',b'highway',b'service',b'regular'
b'19037962',b'cfcc',b'A74',b'tiger'
b'19037962',b'county',"b'Erie, OH'",b'tiger'
b'19037962',b'reviewed',b'no',b'tiger'
b'19037962',b'zip_left',b'44089',b'tiger'
b'19037962',b'name_base',b'Conneaut Light',b'tiger'
b'19037962',b'name_type',b'Dr',b'tiger'
b'19037962',b'zip_right',b'44089',b'tiger'
b'19039166',b'name',b'Poorman Road',b'regular'
b'19039166',b'name_1',b'Township Highway 141',b'regular'
b'19039166',b'highway',b'residential',b'regular'
b'19039166',b'cfcc',b'A41',b'tiger'
b'19039166',b'county',"b'Erie, OH'",b'tiger'
b'19039166',b'reviewed',b'no',b'tiger'
b'19039166',b'zip_left',b'44089',b'tiger'
b'19039166',b'name_base',b'Poorman',b'tiger'
b'19039166',b'name_type',b'Rd',b'tiger'
b'19039166',b'zip_right',b'44089',b'tiger'
b'19039166',b'name_base_1',b'Township Highway 141',b'tiger'
b'19040305',b'name',b'South Compass Drive',b'regular'
b'19040305',b'highway',b'residential',b'regular'
b'19040305',b'cfcc',b'A41',b'tiger'
b'19040305',b'county',"b'Erie, OH'",b'tiger'
b'19040305',b'reviewed',b'no',b'tiger'
b'19040305',b'zip_left',b'44089',b'tiger'
b'19040305',b'name_base',b'Compass',b'tiger'
b'19040305',b'name_type',b'Dr',b'tiger'
b'19040305',b'name_direction_prefix',b'S',b'tiger'
b'19085689',b'highway',b'residential',b'regular'
b'19085689',b'cfcc',b'A41',b'tiger'
b'19085689',b'tlid',b'12625424',b'tiger'
b'19085689',b'county',"b'Huron, OH'",b'tiger'
b'19085689',b'source',b'tiger_import_dch_v0.6_20070829',b'tiger'
b'19085689',b'reviewed',b'no',b'tiger'
b'19085689',b'separated',b'no',b'tiger'
b'19085689',b'upload_uuid',b'bulk_upload.pl-3deb393c-2e64-47bc-b3f2-e889c9889128',b'tiger'
